entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,6079,Tijuana,100,Accesibilidad muy alta
Baja California,6080,Tijuana,"1,212.10",Accesibilidad media
Baja California,6081,Tijuana,491.4,Accesibilidad alta
Baja California,6082,Tijuana,"5,959.80",Accesibilidad muy baja
Baja California,6083,Tijuana,"1,682.80",Accesibilidad media
Baja California,6084,Tijuana,200,Accesibilidad alta
Baja California,6085,Tijuana,0,Accesibilidad alta
Baja California,6086,Tijuana,100,Accesibilidad muy alta
Baja California,6087,Tijuana,100,Accesibilidad muy alta
Baja California,6088,Tijuana,0,Accesibilidad muy alta
Baja California,6089,Tijuana,300,Accesibilidad alta
Baja California,6090,Tijuana,0,Accesibilidad muy alta
Baja California,6091,Tijuana,200,Accesibilidad alta
Baja California,6092,Tijuana,200,Accesibilidad muy alta
Baja California,6093,Tijuana,"1,089.90",Accesibilidad media
Baja California,6094,Tijuana,"2,634.90",Accesibilidad muy baja
Baja California,6095,Tijuana,412.1,Accesibilidad alta
Baja California,6096,Tijuana,"2,722.80",Accesibilidad muy baja
Baja California,6097,Tijuana,532.8,Accesibilidad muy alta
Baja California,6098,Tijuana,998.5,Accesibilidad muy alta
Baja California,6099,Tijuana,"3,742.00",Accesibilidad muy baja
Baja California,6100,Tijuana,"206,000.00",Accesibilidad muy baja
Baja California,6101,Tijuana,"3,155.60",Accesibilidad muy baja
Baja California,6102,Tijuana,691.4,Accesibilidad muy alta
Baja California,6103,Tijuana,"1,860.70",Accesibilidad media
Baja California,6104,Tijuana,"3,655.60",Accesibilidad muy baja
Baja California,6105,Tijuana,"2,239.90",Accesibilidad muy baja
Baja California,6106,Tijuana,965.7,Accesibilidad alta
Baja California,6107,Tijuana,"1,265.70",Accesibilidad media
Baja California,6108,Tijuana,495,Accesibilidad muy alta
Baja California,6109,Tijuana,695,Accesibilidad alta
Baja California,6110,Tijuana,300,Accesibilidad alta
Baja California,6111,Tijuana,341.4,Accesibilidad alta
Baja California,6112,Tijuana,"4,112.70",Accesibilidad muy baja
Baja California,6113,Tijuana,"2,497.10",Accesibilidad baja
Baja California,6114,Tijuana,915.7,Accesibilidad muy alta
Baja California,6115,Tijuana,200,Accesibilidad alta
Baja California,6116,Tijuana,212.1,Accesibilidad muy alta
Baja California,6117,Tijuana,"5,390.60",Accesibilidad muy baja
Baja California,6118,Tijuana,"4,124.30",Accesibilidad muy baja
Baja California,6119,Tijuana,100,Accesibilidad alta
Baja California,6120,Tijuana,"2,355.60",Accesibilidad muy baja
Baja California,6121,Tijuana,"3,729.90",Accesibilidad muy baja
Baja California,6122,Tijuana,"2,165.70",Accesibilidad muy baja
Baja California,6123,Tijuana,"1,841.40",Accesibilidad media
Baja California,6124,Tijuana,"2,641.40",Accesibilidad muy baja
Baja California,6125,Tijuana,141.4,Accesibilidad alta
Baja California,6126,Tijuana,200,Accesibilidad alta
Baja California,6127,Tijuana,"1,577.80",Accesibilidad media
Baja California,6128,Tijuana,341.4,Accesibilidad alta
Baja California,6129,Tijuana,"3,448.50",Accesibilidad muy baja
Baja California,6130,Tijuana,691.4,Accesibilidad alta
Baja California,6131,Tijuana,400,Accesibilidad alta
Baja California,6132,Tijuana,"1,695.00",Accesibilidad media
Baja California,6133,Tijuana,"10,079.60",Accesibilidad muy baja
Baja California,6134,Tijuana,291.4,Accesibilidad alta
Baja California,6135,Tijuana,"2,500.00",Accesibilidad muy baja
Baja California,6136,Tijuana,"1,498.50",Accesibilidad media
Baja California,6137,Tijuana,"7,014.20",Accesibilidad muy baja
Baja California,6138,Tijuana,"2,665.70",Accesibilidad muy baja
Baja California,6139,Tijuana,"3,148.50",Accesibilidad muy baja
Baja California,6140,Tijuana,"2,948.50",Accesibilidad muy baja
Baja California,6141,Tijuana,"11,716.90",Accesibilidad muy baja
Baja California,6142,Tijuana,"1,750.00",Accesibilidad media
Baja California,6143,Tijuana,"1,453.60",Accesibilidad baja
Baja California,6144,Tijuana,"1,182.80",Accesibilidad media
Baja California,6145,Tijuana,200,Accesibilidad alta
Baja California,6146,Tijuana,"1,924.30",Accesibilidad media
Baja California,6147,Tijuana,150,Accesibilidad muy alta
Baja California,6148,Tijuana,150,Accesibilidad alta
Baja California,6149,Tijuana,353.6,Accesibilidad muy alta
Baja California,6150,Tijuana,341.4,Accesibilidad alta
Baja California,6151,Tijuana,300,Accesibilidad alta
Baja California,6152,Tijuana,"3,031.40",Accesibilidad muy baja
Baja California,6153,Tijuana,"1,500.00",Accesibilidad media
Baja California,6154,Tijuana,"4,762.70",Accesibilidad muy baja
Baja California,6155,Tijuana,"7,274.90",Accesibilidad muy baja
Baja California,6156,Tijuana,"2,436.40",Accesibilidad muy baja
Baja California,6157,Tijuana,"1,107.10",Accesibilidad media
Baja California,6158,Tijuana,"2,841.40",Accesibilidad muy baja
Baja California,6159,Tijuana,100,Accesibilidad muy alta
Baja California,6160,Tijuana,"3,895.00",Accesibilidad muy baja
Baja California,6161,Tijuana,"1,062.10",Accesibilidad media
Baja California,6162,Tijuana,"7,169.80",Accesibilidad muy baja
Baja California,6163,Tijuana,"1,400.00",Accesibilidad media
Baja California,6164,Tijuana,"4,407.10",Accesibilidad muy baja
Baja California,6165,Tijuana,"6,565.70",Accesibilidad muy baja
Baja California,6166,Tijuana,"6,065.70",Accesibilidad muy baja
Baja California,6167,Tijuana,"5,321.30",Accesibilidad muy baja
Baja California,6168,Tijuana,"6,621.30",Accesibilidad muy baja
Baja California,6169,Tijuana,282.8,Accesibilidad alta
Baja California,6170,Tijuana,141.4,Accesibilidad alta
Baja California,6171,Tijuana,"2,084.90",Accesibilidad muy baja
Baja California,6172,Tijuana,241.4,Accesibilidad alta
Baja California,6173,Tijuana,0,Accesibilidad muy alta
Baja California,6174,Tijuana,"2,214.20",Accesibilidad baja
Baja California,6175,Tijuana,700,Accesibilidad alta
Baja California,6176,Tijuana,"2,657.10",Accesibilidad muy baja
Baja California,6177,Tijuana,"1,900.00",Accesibilidad media
Baja California,6178,Tijuana,"7,548.50",Accesibilidad muy baja
Baja California,6179,Tijuana,"4,321.30",Accesibilidad muy baja
Baja California,6180,Tijuana,350,Accesibilidad muy alta
Baja California,6181,Tijuana,350,Accesibilidad alta
Baja California,6182,Tijuana,"1,772.80",Accesibilidad baja
Baja California,6183,Tijuana,"22,880.00",Accesibilidad muy baja
Baja California,6184,Tijuana,"22,127.90",Accesibilidad muy baja
Baja California,6185,Tijuana,0,Accesibilidad muy alta
Baja California,6186,Tijuana,350,Accesibilidad muy alta
Baja California,6187,Tijuana,200,Accesibilidad muy alta
Baja California,6188,Tijuana,0,Accesibilidad alta
Baja California,6189,Tijuana,724.3,Accesibilidad alta
Baja California,6190,Tijuana,841.4,Accesibilidad muy alta
Baja California,6191,Tijuana,150,Accesibilidad muy alta
Baja California,6192,Tijuana,912.1,Accesibilidad muy alta
Baja California,6193,Tijuana,"2,350.00",Accesibilidad baja
Baja California,6194,Tijuana,"2,572.80",Accesibilidad muy baja
Baja California,6195,Tijuana,150,Accesibilidad alta
Baja California,6196,Tijuana,200,Accesibilidad alta
Baja California,6197,Tijuana,865.7,Accesibilidad alta
Baja California,6198,Tijuana,"2,865.70",Accesibilidad baja
Baja California,6199,Tijuana,412.1,Accesibilidad muy alta
Baja California,6200,Tijuana,0,Accesibilidad muy alta
Baja California,6201,Tijuana,100,Accesibilidad muy alta
Baja California,6202,Tijuana,212.1,Accesibilidad alta
Baja California,6203,Tijuana,"1,857.10",Accesibilidad baja
Baja California,6204,Tijuana,"1,074.30",Accesibilidad muy alta
Baja California,6205,Tijuana,707.1,Accesibilidad muy alta
Baja California,6206,Tijuana,141.4,Accesibilidad alta
Baja California,6207,Tijuana,200,Accesibilidad alta
Baja California,6208,Tijuana,0,Accesibilidad alta
Baja California,6209,Tijuana,141.4,Accesibilidad alta
Baja California,6210,Tijuana,400,Accesibilidad alta
Baja California,6211,Tijuana,212.1,Accesibilidad alta
Baja California,6212,Tijuana,"1,091.40",Accesibilidad media
Baja California,6213,Tijuana,674.3,Accesibilidad alta
Baja California,6214,Tijuana,832.8,Accesibilidad muy alta
Baja California,6215,Tijuana,282.8,Accesibilidad muy alta
Baja California,6216,Tijuana,282.8,Accesibilidad alta
Baja California,6217,Tijuana,482.8,Accesibilidad alta
Baja California,6218,Tijuana,391.4,Accesibilidad alta
Baja California,6219,Tijuana,0,Accesibilidad alta
Baja California,6220,Tijuana,482.8,Accesibilidad muy alta
Baja California,6221,Tijuana,0,Accesibilidad alta
Baja California,6222,Tijuana,341.4,Accesibilidad muy alta
Baja California,6223,Tijuana,212.1,Accesibilidad alta
Baja California,6224,Tijuana,"6,162.70",Accesibilidad muy baja
Baja California,6225,Tijuana,"16,239.40",Accesibilidad muy baja
Baja California,6226,Tijuana,"11,307.70",Accesibilidad muy baja
Baja California,6227,Tijuana,"15,101.80",Accesibilidad muy baja
Baja California,6228,Tijuana,"17,977.60",Accesibilidad muy baja
Baja California,6229,Tijuana,"18,671.70",Accesibilidad muy baja
Baja California,6230,Tijuana,300,Accesibilidad alta
Baja California,6231,Tijuana,432.8,Accesibilidad alta
Baja California,6232,Tijuana,300,Accesibilidad alta
Baja California,6233,Tijuana,"1,182.80",Accesibilidad baja
Baja California,6234,Tijuana,"3,048.50",Accesibilidad muy baja
Baja California,6235,Tijuana,"1,241.40",Accesibilidad media
Baja California,6236,Tijuana,"1,453.60",Accesibilidad media
Baja California,6237,Tijuana,"3,124.30",Accesibilidad muy baja
Baja California,6238,Tijuana,"6,962.70",Accesibilidad muy baja
Baja California,6239,Tijuana,895,Accesibilidad alta
Baja California,6240,Tijuana,"1,448.50",Accesibilidad media
Baja California,6241,Tijuana,"1,462.10",Accesibilidad media
Baja California,6242,Tijuana,950,Accesibilidad alta
Baja California,6243,Tijuana,0,Accesibilidad alta
Baja California,6244,Tijuana,100,Accesibilidad alta
Baja California,6245,Tijuana,989.9,Accesibilidad alta
Baja California,6246,Tijuana,612.1,Accesibilidad alta
Baja California,6247,Tijuana,200,Accesibilidad muy alta
Baja California,6248,Tijuana,707.1,Accesibilidad alta
Baja California,6249,Tijuana,341.4,Accesibilidad alta
Baja California,6250,Tijuana,141.4,Accesibilidad muy alta
Baja California,6251,Tijuana,250,Accesibilidad alta
Baja California,6252,Tijuana,200,Accesibilidad muy alta
Baja California,6253,Tijuana,"2,165.70",Accesibilidad muy baja
Baja California,6254,Tijuana,"4,148.50",Accesibilidad baja
Baja California,6255,Tijuana,100,Accesibilidad muy alta
Baja California,6256,Tijuana,"2,115.70",Accesibilidad muy baja
Baja California,6257,Tijuana,"2,219.20",Accesibilidad baja
Baja California,6258,Tijuana,"1,607.10",Accesibilidad baja
Baja California,6259,Tijuana,"2,360.70",Accesibilidad baja
Baja California,6260,Tijuana,"1,774.30",Accesibilidad media
Baja California,6261,Tijuana,812.1,Accesibilidad muy alta
Baja California,6262,Tijuana,736.4,Accesibilidad alta
Baja California,6263,Tijuana,777.8,Accesibilidad alta
Baja California,6264,Tijuana,100,Accesibilidad alta
Baja California,6265,Tijuana,650,Accesibilidad muy alta
Baja California,6266,Tijuana,"1,024.30",Accesibilidad baja
Baja California,6267,Tijuana,0,Accesibilidad alta
Baja California,6268,Tijuana,0,Accesibilidad muy alta
Baja California,6269,Tijuana,250,Accesibilidad muy alta
Baja California,6270,Tijuana,"1,174.30",Accesibilidad media
Baja California,6271,Tijuana,"1,777.80",Accesibilidad media
Baja California,6272,Tijuana,"3,988.50",Accesibilidad baja
Baja California,6273,Tijuana,450,Accesibilidad muy alta
Baja California,6274,Tijuana,"3,400.60",Accesibilidad baja
Baja California,6275,Tijuana,736.4,Accesibilidad muy alta
Baja California,6276,Tijuana,824.3,Accesibilidad muy alta
Baja California,6277,Tijuana,282.8,Accesibilidad muy alta
Baja California,6278,Tijuana,"4,024.30",Accesibilidad muy baja
Baja California,6279,Tijuana,"3,924.30",Accesibilidad muy baja
Baja California,6280,Tijuana,"4,989.90",Accesibilidad muy baja
Baja California,6281,Tijuana,"1,300.00",Accesibilidad media
Baja California,6282,Tijuana,"2,362.10",Accesibilidad muy baja
Baja California,6283,Tijuana,"2,682.80",Accesibilidad muy baja
Baja California,6284,Tijuana,200,Accesibilidad alta
Baja California,6285,Tijuana,"2,702.10",Accesibilidad muy baja
Baja California,6286,Tijuana,"2,177.80",Accesibilidad muy baja
Baja California,6287,Tijuana,"3,631.40",Accesibilidad muy baja
Baja California,6288,Tijuana,300,Accesibilidad alta
Baja California,6289,Tijuana,"1,698.50",Accesibilidad media
Baja California,6290,Tijuana,645,Accesibilidad alta
Baja California,6291,Tijuana,"3,912.70",Accesibilidad muy baja
Baja California,6292,Tijuana,"2,697.10",Accesibilidad muy baja
Baja California,6293,Tijuana,624.3,Accesibilidad alta
Baja California,6294,Tijuana,0,Accesibilidad alta
Baja California,6295,Tijuana,"1,195.00",Accesibilidad media
Baja California,6296,Tijuana,"3,350.60",Accesibilidad muy baja
Baja California,6297,Tijuana,200,Accesibilidad alta
Baja California,6298,Tijuana,0,Accesibilidad alta
Baja California,6299,Tijuana,0,Accesibilidad alta
Baja California,6300,Tijuana,250,Accesibilidad alta
Baja California,6301,Tijuana,"1,848.50",Accesibilidad media
Baja California,6302,Tijuana,"1,407.10",Accesibilidad media
Baja California,6303,Tijuana,541.4,Accesibilidad alta
Baja California,6304,Tijuana,500,Accesibilidad alta
Baja California,6305,Tijuana,"1,374.30",Accesibilidad media
Baja California,6306,Tijuana,"1,139.90",Accesibilidad media
Baja California,6307,Tijuana,0,Accesibilidad alta
Baja California,6308,Tijuana,"1,495.00",Accesibilidad media
Baja California,6309,Tijuana,"2,250.60",Accesibilidad muy baja
Baja California,6310,Tijuana,412.1,Accesibilidad muy alta
Baja California,6311,Tijuana,"1,560.70",Accesibilidad media
Baja California,6312,Tijuana,841.4,Accesibilidad muy alta
Baja California,6313,Tijuana,"2,110.70",Accesibilidad muy baja
Baja California,6314,Tijuana,353.6,Accesibilidad muy alta
Baja California,6315,Tijuana,100,Accesibilidad alta
Baja California,6316,Tijuana,695,Accesibilidad alta
Baja California,6317,Tijuana,0,Accesibilidad alta
Baja California,6318,Tijuana,0,Accesibilidad alta
Baja California,6319,Tijuana,0,Accesibilidad alta
Baja California,6320,Tijuana,"1,345.00",Accesibilidad media
Baja California,6321,Tijuana,"1,239.90",Accesibilidad media
Baja California,6322,Tijuana,"2,655.60",Accesibilidad muy baja
Baja California,6323,Tijuana,"2,639.90",Accesibilidad muy baja
Baja California,6324,Tijuana,"1,827.80",Accesibilidad media
Baja California,6325,Tijuana,"2,039.90",Accesibilidad muy baja
Baja California,6326,Tijuana,"4,079.90",Accesibilidad muy baja
Baja California,6327,Tijuana,"3,800.60",Accesibilidad muy baja
Baja California,6328,Tijuana,700,Accesibilidad alta
Baja California,6329,Playas de Rosarito,400,Accesibilidad muy alta
Baja California,6330,Playas de Rosarito,200,Accesibilidad alta
Baja California,6331,Playas de Rosarito,100,Accesibilidad alta
Baja California,6332,Playas de Rosarito,0,Accesibilidad alta
Baja California,6333,Playas de Rosarito,100,Accesibilidad muy alta
Baja California,6334,Playas de Rosarito,0,Accesibilidad alta
Baja California,6335,Playas de Rosarito,0,Accesibilidad alta
Baja California,6336,Playas de Rosarito,200,Accesibilidad alta
Baja California,6337,Playas de Rosarito,595,Accesibilidad alta
Baja California,6338,Playas de Rosarito,136.9,Accesibilidad alta
Baja California,6339,Playas de Rosarito,100,Accesibilidad alta
Baja California,6340,Playas de Rosarito,"1,919.20",Accesibilidad media
Baja California,6341,Playas de Rosarito,"7,392.00",Accesibilidad muy baja
Baja California,6342,Playas de Rosarito,"15,477.30",Accesibilidad muy baja
Baja California,6343,Playas de Rosarito,"15,294.50",Accesibilidad muy baja
Baja California,6344,Playas de Rosarito,812.1,Accesibilidad alta
Baja California,6345,Playas de Rosarito,"2,019.20",Accesibilidad muy baja
Baja California,6346,Playas de Rosarito,"1,782.80",Accesibilidad media
Baja California,6347,Playas de Rosarito,"2,198.50",Accesibilidad muy baja
Baja California,6348,Playas de Rosarito,282.8,Accesibilidad alta
Baja California,6349,Playas de Rosarito,100,Accesibilidad alta
Baja California,6350,Playas de Rosarito,67.6,Accesibilidad alta
Baja California,6351,Playas de Rosarito,"2,781.40",Accesibilidad baja
Baja California,6352,Playas de Rosarito,"2,053.60",Accesibilidad muy baja
Baja California,6353,Playas de Rosarito,750,Accesibilidad alta
Baja California,6354,Playas de Rosarito,0,Accesibilidad alta
Baja California,6355,Playas de Rosarito,700,Accesibilidad alta
Baja California,6356,Playas de Rosarito,350,Accesibilidad muy alta
Baja California,6357,Playas de Rosarito,"5,384.90",Accesibilidad muy baja
Baja California,6358,Playas de Rosarito,524.3,Accesibilidad alta
Baja California,6359,Playas de Rosarito,"1,407.10",Accesibilidad media
Baja California,6360,Playas de Rosarito,"3,172.80",Accesibilidad muy baja
Baja California,6361,Playas de Rosarito,"2,786.40",Accesibilidad muy baja
Baja California,6362,Playas de Rosarito,"1,412.10",Accesibilidad media
Baja California,6363,Playas de Rosarito,0,Accesibilidad alta
Baja California,6364,Playas de Rosarito,141.4,Accesibilidad alta
Baja California,6365,Playas de Rosarito,141.4,Accesibilidad alta
Baja California,6366,Playas de Rosarito,"15,649.50",Accesibilidad muy baja
Baja California,6367,Playas de Rosarito,"2,453.60",Accesibilidad muy baja
Baja California,6368,Playas de Rosarito,0,Accesibilidad alta
Baja California,6369,Playas de Rosarito,412.1,Accesibilidad alta
Baja California,6370,Playas de Rosarito,"2,264.20",Accesibilidad muy baja
Baja California,6371,Playas de Rosarito,150,Accesibilidad alta
Baja California,6372,Playas de Rosarito,250,Accesibilidad alta
Baja California,6373,Playas de Rosarito,200,Accesibilidad alta
Baja California,6374,Playas de Rosarito,0,Accesibilidad alta
Baja California,6375,Playas de Rosarito,0,Accesibilidad alta
Baja California,6376,Playas de Rosarito,953.6,Accesibilidad alta
Baja California,6377,Playas de Rosarito,"17,466.70",Accesibilidad muy baja
